,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-15,blaTEM-1B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
NODE_19_length_4889_cov_22.351533,ESBL17,NODE_19_length_4889_cov_22.351533,plasmid,P_2,True,False,False,22.351533,4889,['IncFIB(AP001918)'],,,,,,,,,,,2248..2929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_2228_cov_111.699667,ESBL17,NODE_20_length_2228_cov_111.699667,plasmid,P_3,True,False,False,111.699667,2228,['Col(BS512)'],,1938..2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_1112710_cov_22.883062,ESBL16,NODE_1_length_1112710_cov_22.883062,chromosome,C_0,False,True,False,22.883062,1112710,['tet(34)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862396..862751,,,
NODE_2_length_482919_cov_19.073406,ESBL16,NODE_2_length_482919_cov_19.073406,misc,M_0,False,False,False,19.073406,482919,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_467413_cov_22.081941,ESBL16,NODE_3_length_467413_cov_22.081941,misc,M_1,False,False,False,22.081941,467413,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_455263_cov_14.176462,ESBL16,NODE_4_length_455263_cov_14.176462,misc,M_2,False,False,False,14.176462,455263,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_410046_cov_13.442600,ESBL16,NODE_5_length_410046_cov_13.442600,misc,M_3,False,False,False,13.442600,410046,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_378546_cov_20.874359,ESBL16,NODE_6_length_378546_cov_20.874359,misc,M_4,False,False,False,20.874359,378546,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_378084_cov_18.629437,ESBL16,NODE_7_length_378084_cov_18.629437,misc,M_5,False,True,False,18.629437,378084,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162895..164127,,,,,,,,,,
NODE_8_length_308541_cov_15.903318,ESBL16,NODE_8_length_308541_cov_15.903318,misc,M_6,False,False,False,15.903318,308541,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_295517_cov_18.565767,ESBL16,NODE_9_length_295517_cov_18.565767,misc,M_7,False,False,False,18.565767,295517,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_181271_cov_19.746754,ESBL16,NODE_10_length_181271_cov_19.746754,misc,M_8,False,False,False,19.746754,181271,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_173282_cov_17.299945,ESBL16,NODE_11_length_173282_cov_17.299945,misc,M_9,False,False,False,17.299945,173282,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_98660_cov_20.020623,ESBL16,NODE_12_length_98660_cov_20.020623,misc,M_10,False,False,False,20.020623,98660,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_92677_cov_16.113906,ESBL16,NODE_13_length_92677_cov_16.113906,misc,M_11,False,False,False,16.113906,92677,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_91685_cov_15.961303,ESBL16,NODE_14_length_91685_cov_15.961303,misc,M_12,False,False,False,15.961303,91685,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_17098_cov_12.609864,ESBL16,NODE_16_length_17098_cov_12.609864,misc,M_13,False,False,False,12.609864,17098,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_10156_cov_28.254761,ESBL16,NODE_17_length_10156_cov_28.254761,misc,M_14,False,False,False,28.254761,10156,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_5827_cov_9.041404,ESBL16,NODE_18_length_5827_cov_9.041404,misc,M_15,False,False,False,9.041404,5827,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_5038_cov_19.092242,ESBL16,NODE_20_length_5038_cov_19.092242,misc,M_16,False,False,False,19.092242,5038,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_3202_cov_13.034146,ESBL16,NODE_22_length_3202_cov_13.034146,misc,M_17,False,False,False,13.034146,3202,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_1690_cov_7.253359,ESBL16,NODE_23_length_1690_cov_7.253359,misc,M_18,False,False,False,7.253359,1690,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_1252_cov_14.016000,ESBL16,NODE_24_length_1252_cov_14.016000,misc,M_19,False,False,False,14.016000,1252,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_590_cov_7.509719,ESBL16,NODE_25_length_590_cov_7.509719,misc,M_20,False,False,False,7.509719,590,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_563_cov_1.974771,ESBL16,NODE_26_length_563_cov_1.974771,misc,M_21,False,False,False,1.974771,563,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_535_cov_20.700980,ESBL16,NODE_27_length_535_cov_20.700980,misc,M_22,False,False,False,20.700980,535,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_523_cov_1.911616,ESBL16,NODE_28_length_523_cov_1.911616,misc,M_23,False,False,False,1.911616,523,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_515_cov_3.765464,ESBL16,NODE_29_length_515_cov_3.765464,misc,M_24,False,False,False,3.765464,515,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_507_cov_2.028947,ESBL16,NODE_30_length_507_cov_2.028947,misc,M_25,False,False,False,2.028947,507,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_492_cov_9.750685,ESBL16,NODE_31_length_492_cov_9.750685,misc,M_26,False,False,False,9.750685,492,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_271_cov_23.048611,ESBL16,NODE_32_length_271_cov_23.048611,misc,M_27,False,False,False,23.048611,271,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_33_length_261_cov_3.776119,ESBL16,NODE_33_length_261_cov_3.776119,misc,M_28,False,False,False,3.776119,261,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_35_length_240_cov_5.433628,ESBL16,NODE_35_length_240_cov_5.433628,misc,M_29,False,False,False,5.433628,240,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_34_length_240_cov_9.415929,ESBL16,NODE_34_length_240_cov_9.415929,misc,M_30,False,False,False,9.415929,240,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_37_length_239_cov_4.357143,ESBL16,NODE_37_length_239_cov_4.357143,misc,M_31,False,False,False,4.357143,239,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_36_length_239_cov_6.919643,ESBL16,NODE_36_length_239_cov_6.919643,misc,M_32,False,False,False,6.919643,239,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_38_length_238_cov_3.792793,ESBL16,NODE_38_length_238_cov_3.792793,misc,M_33,False,False,False,3.792793,238,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_39_length_234_cov_7.579439,ESBL16,NODE_39_length_234_cov_7.579439,misc,M_34,False,False,False,7.579439,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_40_length_233_cov_7.566038,ESBL16,NODE_40_length_233_cov_7.566038,misc,M_35,False,False,False,7.566038,233,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_41_length_233_cov_6.132075,ESBL16,NODE_41_length_233_cov_6.132075,misc,M_36,False,False,False,6.132075,233,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_42_length_211_cov_3.619048,ESBL16,NODE_42_length_211_cov_3.619048,misc,M_37,False,False,False,3.619048,211,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_43_length_162_cov_27.200000,ESBL16,NODE_43_length_162_cov_27.200000,misc,M_38,False,False,False,27.200000,162,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_44_length_133_cov_11.333333,ESBL16,NODE_44_length_133_cov_11.333333,misc,M_39,False,False,False,11.333333,133,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_45_length_132_cov_6.000000,ESBL16,NODE_45_length_132_cov_6.000000,misc,M_40,False,False,False,6.000000,132,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_46_length_128_cov_418.000000,ESBL16,NODE_46_length_128_cov_418.000000,misc,M_41,False,False,False,418.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_89144_cov_17.288900,ESBL16,NODE_15_length_89144_cov_17.288900,plasmid,P_0,True,True,False,17.288900,89144,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,,72378..72519,,,,,,,,,,,,,,,,,63131..64006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_5457_cov_42.437523,ESBL16,NODE_19_length_5457_cov_42.437523,plasmid,P_1,True,False,False,42.437523,5457,"['Col(MGD2)', 'ColRNAI']",,,,,4990..5090,,,492..620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_4861_cov_61.772919,ESBL16,NODE_21_length_4861_cov_61.772919,plasmid,P_2,True,False,False,61.772919,4861,['Col156'],,,,,,4707..4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_668500_cov_21.134823,ESBL15,NODE_1_length_668500_cov_21.134823,misc,M_0,False,True,False,21.134823,668500,['tet(34)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418229..418584,,,
NODE_2_length_615173_cov_17.619798,ESBL15,NODE_2_length_615173_cov_17.619798,misc,M_1,False,False,False,17.619798,615173,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_332412_cov_23.742438,ESBL15,NODE_3_length_332412_cov_23.742438,misc,M_2,False,False,False,23.742438,332412,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_321355_cov_13.131100,ESBL15,NODE_4_length_321355_cov_13.131100,misc,M_3,False,False,False,13.131100,321355,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_298506_cov_13.799456,ESBL15,NODE_5_length_298506_cov_13.799456,misc,M_4,False,False,False,13.799456,298506,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_295395_cov_21.424834,ESBL15,NODE_6_length_295395_cov_21.424834,misc,M_5,False,False,False,21.424834,295395,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_246158_cov_20.340929,ESBL15,NODE_7_length_246158_cov_20.340929,misc,M_6,False,False,False,20.340929,246158,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_232070_cov_16.623946,ESBL15,NODE_8_length_232070_cov_16.623946,misc,M_7,False,True,False,16.623946,232070,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148147..149379,,,,,,,,,,
NODE_9_length_217218_cov_12.941614,ESBL15,NODE_9_length_217218_cov_12.941614,misc,M_8,False,False,False,12.941614,217218,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_203959_cov_14.550807,ESBL15,NODE_10_length_203959_cov_14.550807,misc,M_9,False,False,False,14.550807,203959,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_203719_cov_18.300523,ESBL15,NODE_11_length_203719_cov_18.300523,misc,M_10,False,False,False,18.300523,203719,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_182305_cov_18.726246,ESBL15,NODE_12_length_182305_cov_18.726246,misc,M_11,False,False,False,18.726246,182305,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_162074_cov_18.817329,ESBL15,NODE_13_length_162074_cov_18.817329,misc,M_12,False,False,False,18.817329,162074,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_147037_cov_16.278620,ESBL15,NODE_14_length_147037_cov_16.278620,misc,M_13,False,False,False,16.278620,147037,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_140894_cov_18.807164,ESBL15,NODE_15_length_140894_cov_18.807164,misc,M_14,False,False,False,18.807164,140894,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_134016_cov_20.050968,ESBL15,NODE_16_length_134016_cov_20.050968,misc,M_15,False,False,False,20.050968,134016,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_133581_cov_32.667511,ESBL15,NODE_17_length_133581_cov_32.667511,misc,M_16,False,False,False,32.667511,133581,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_109941_cov_16.821170,ESBL15,NODE_18_length_109941_cov_16.821170,misc,M_17,False,False,False,16.821170,109941,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_81352_cov_16.326673,ESBL15,NODE_20_length_81352_cov_16.326673,misc,M_18,False,False,False,16.326673,81352,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_61872_cov_20.335136,ESBL15,NODE_21_length_61872_cov_20.335136,misc,M_19,False,False,False,20.335136,61872,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_57638_cov_15.075812,ESBL15,NODE_22_length_57638_cov_15.075812,misc,M_20,False,False,False,15.075812,57638,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_38238_cov_12.534386,ESBL15,NODE_23_length_38238_cov_12.534386,misc,M_21,False,False,False,12.534386,38238,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_34584_cov_6.632905,ESBL15,NODE_24_length_34584_cov_6.632905,misc,M_22,False,False,False,6.632905,34584,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_9440_cov_13.766778,ESBL15,NODE_25_length_9440_cov_13.766778,misc,M_23,False,False,False,13.766778,9440,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_6699_cov_11.128119,ESBL15,NODE_26_length_6699_cov_11.128119,misc,M_24,False,False,False,11.128119,6699,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_6283_cov_7.362086,ESBL15,NODE_27_length_6283_cov_7.362086,misc,M_25,False,False,False,7.362086,6283,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_2684_cov_3.397732,ESBL15,NODE_30_length_2684_cov_3.397732,misc,M_26,False,False,False,3.397732,2684,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_2299_cov_3.507827,ESBL15,NODE_31_length_2299_cov_3.507827,misc,M_27,False,False,False,3.507827,2299,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_2136_cov_2.620707,ESBL15,NODE_32_length_2136_cov_2.620707,misc,M_28,False,False,False,2.620707,2136,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_33_length_1572_cov_7.968166,ESBL15,NODE_33_length_1572_cov_7.968166,misc,M_29,False,False,False,7.968166,1572,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_34_length_778_cov_10.577573,ESBL15,NODE_34_length_778_cov_10.577573,misc,M_30,False,False,False,10.577573,778,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_35_length_715_cov_4.688776,ESBL15,NODE_35_length_715_cov_4.688776,misc,M_31,False,False,False,4.688776,715,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_36_length_681_cov_17.534296,ESBL15,NODE_36_length_681_cov_17.534296,misc,M_32,False,False,False,17.534296,681,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_37_length_673_cov_3.807692,ESBL15,NODE_37_length_673_cov_3.807692,misc,M_33,False,False,False,3.807692,673,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_38_length_670_cov_7.081031,ESBL15,NODE_38_length_670_cov_7.081031,misc,M_34,False,False,False,7.081031,670,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_39_length_660_cov_11.183865,ESBL15,NODE_39_length_660_cov_11.183865,misc,M_35,False,False,False,11.183865,660,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_40_length_633_cov_7.918972,ESBL15,NODE_40_length_633_cov_7.918972,misc,M_36,False,False,False,7.918972,633,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_41_length_574_cov_15.042506,ESBL15,NODE_41_length_574_cov_15.042506,misc,M_37,False,False,False,15.042506,574,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_42_length_565_cov_0.883562,ESBL15,NODE_42_length_565_cov_0.883562,misc,M_38,False,False,False,0.883562,565,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_43_length_555_cov_0.542056,ESBL15,NODE_43_length_555_cov_0.542056,misc,M_39,False,False,False,0.542056,555,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_44_length_522_cov_1.243038,ESBL15,NODE_44_length_522_cov_1.243038,misc,M_40,False,False,False,1.243038,522,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_45_length_511_cov_1.960938,ESBL15,NODE_45_length_511_cov_1.960938,misc,M_41,False,False,False,1.960938,511,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_46_length_508_cov_1.530184,ESBL15,NODE_46_length_508_cov_1.530184,misc,M_42,False,False,False,1.530184,508,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_47_length_496_cov_1.766938,ESBL15,NODE_47_length_496_cov_1.766938,misc,M_43,False,False,False,1.766938,496,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_48_length_495_cov_1.665761,ESBL15,NODE_48_length_495_cov_1.665761,misc,M_44,False,False,False,1.665761,495,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_49_length_492_cov_6.301370,ESBL15,NODE_49_length_492_cov_6.301370,misc,M_45,False,False,False,6.301370,492,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_50_length_491_cov_4.489011,ESBL15,NODE_50_length_491_cov_4.489011,misc,M_46,False,False,False,4.489011,491,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_51_length_487_cov_3.130556,ESBL15,NODE_51_length_487_cov_3.130556,misc,M_47,False,False,False,3.130556,487,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_52_length_482_cov_1.205634,ESBL15,NODE_52_length_482_cov_1.205634,misc,M_48,False,False,False,1.205634,482,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_53_length_479_cov_0.926136,ESBL15,NODE_53_length_479_cov_0.926136,misc,M_49,False,False,False,0.926136,479,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_54_length_476_cov_1.169054,ESBL15,NODE_54_length_476_cov_1.169054,misc,M_50,False,False,False,1.169054,476,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_55_length_452_cov_2.418462,ESBL15,NODE_55_length_452_cov_2.418462,misc,M_51,False,False,False,2.418462,452,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_56_length_432_cov_1.622951,ESBL15,NODE_56_length_432_cov_1.622951,misc,M_52,False,False,False,1.622951,432,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_57_length_429_cov_3.092715,ESBL15,NODE_57_length_429_cov_3.092715,misc,M_53,False,False,False,3.092715,429,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_58_length_271_cov_22.722222,ESBL15,NODE_58_length_271_cov_22.722222,misc,M_54,False,False,False,22.722222,271,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
