,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA1,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-3,blaCTX-M-8,blaOXA-1,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
NODE_11_length_634_cov_1.360947,ESBL05,NODE_11_length_634_cov_1.360947,misc,M_4,False,False,False,1.360947,634,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_269_cov_13.697183,ESBL05,NODE_12_length_269_cov_13.697183,misc,M_5,False,False,False,13.697183,269,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_262_cov_67.985185,ESBL05,NODE_13_length_262_cov_67.985185,misc,M_6,False,False,False,67.985185,262,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_128_cov_843.000000,ESBL05,NODE_14_length_128_cov_843.000000,misc,M_7,False,False,False,843.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_110736_cov_17.761981,ESBL05,NODE_5_length_110736_cov_17.761981,plasmid,P_0,True,False,False,17.761981,110736,['IncFIB(pKPHS1)'],,,,,,,,,,,,,32883..33442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_83620_cov_28.969339,ESBL05,NODE_6_length_83620_cov_28.969339,plasmid,P_1,True,True,False,28.969339,83620,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,,18100..18241,,,,,,,,,,,,,,,,,,23526..24401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_51560_cov_23.499728,ESBL05,NODE_7_length_51560_cov_23.499728,plasmid,P_2,True,True,False,23.499728,51560,"[""ant(3'')-Ia"", 'aadA8b', 'IncX1', 'IncX3', 'lnu(F)', 'blaTEM-1B']",,,,,,,,,,,,,,,,,,,,,,32159..32532,30318..30662,,,,,,,51364..51560,49571..50372,,,,,,,,,,,,,45244..46104,,,,,,,,,,,50411..51232,,,,,,,,,,,
NODE_8_length_40923_cov_32.870335,ESBL05,NODE_8_length_40923_cov_32.870335,plasmid,P_3,True,True,False,32.870335,40923,"['mef(B)', 'IncR', 'aadA8b', ""ant(3'')-Ia"", 'aadA1', 'dfrA12', 'sul3', 'blaTEM-1B', 'cmlA1', 'IncN']",,,,,,,,,,,,,,,,,,,23192..23329,,15002..15252,,,,,,,1..197,,38406..39197,40801..40923,,,,,,,,,,,,,27606..28466,,,,,39459..40718,,37501..37998,,,,,,6836..7098,,,,,4284..5075,,,,
NODE_1_length_2781040_cov_26.598924,ESBL20,NODE_1_length_2781040_cov_26.598924,chromosome,C_0,False,True,False,26.598924,2781040,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279314..1280546,,,,,,,,,,
NODE_2_length_1298599_cov_27.255378,ESBL20,NODE_2_length_1298599_cov_27.255378,chromosome,C_1,False,False,False,27.255378,1298599,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_630451_cov_22.548165,ESBL20,NODE_3_length_630451_cov_22.548165,misc,M_0,False,False,False,22.548165,630451,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_319327_cov_19.336095,ESBL20,NODE_4_length_319327_cov_19.336095,misc,M_1,False,False,False,19.336095,319327,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_503_cov_2.784574,ESBL20,NODE_8_length_503_cov_2.784574,misc,M_2,False,False,False,2.784574,503,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_459_cov_2.313253,ESBL20,NODE_9_length_459_cov_2.313253,misc,M_3,False,False,False,2.313253,459,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_384_cov_33.774319,ESBL20,NODE_10_length_384_cov_33.774319,misc,M_4,False,False,False,33.774319,384,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_345_cov_19.238532,ESBL20,NODE_11_length_345_cov_19.238532,misc,M_5,False,False,False,19.238532,345,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_332_cov_26.624390,ESBL20,NODE_12_length_332_cov_26.624390,misc,M_6,False,False,False,26.624390,332,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_255_cov_26.109375,ESBL20,NODE_13_length_255_cov_26.109375,misc,M_7,False,False,False,26.109375,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_255_cov_23.531250,ESBL20,NODE_14_length_255_cov_23.531250,misc,M_8,False,False,False,23.531250,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_255_cov_20.929688,ESBL20,NODE_15_length_255_cov_20.929688,misc,M_9,False,False,False,20.929688,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_128_cov_452.000000,ESBL20,NODE_16_length_128_cov_452.000000,misc,M_10,False,False,False,452.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_217691_cov_34.892758,ESBL20,NODE_5_length_217691_cov_34.892758,plasmid,P_0,True,True,False,34.892758,217691,"[""ant(3'')-Ia"", 'IncI1', ""aph(3'')-Ib"", 'aadA5', 'dfrA17', 'Col156', 'sul1', 'sul2', 'IncFIB(AP001918)', 'tet(A)', 'blaCTX-M-27', 'IncFII(pRSB107)', 'IncFIA', 'mph(A)']",,,,,,1921..2062,,,,40842..41229,24886..25567,,,,,,69779..70039,137583..137724,,,,,,,,,,,47336..48124,,46547..46713,57973..58776,,,,,,,,63443..64318,,,,,,,,,,,,,46732..47205,,,,,54805..55726,,48644..49510,57097..57912,,,60591..61837,,
NODE_6_length_5294_cov_65.963615,ESBL20,NODE_6_length_5294_cov_65.963615,plasmid,P_1,True,False,False,65.963615,5294,['Col156'],,,,,,4327..4480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_1676_cov_255.978696,ESBL20,NODE_7_length_1676_cov_255.978696,plasmid,P_2,True,False,False,255.978696,1676,['Col(MG828)'],,,,436..697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_1591909_cov_31.116329,ESBL21,NODE_1_length_1591909_cov_31.116329,chromosome,C_0,False,False,False,31.116329,1591909,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_2_length_923317_cov_23.611259,ESBL21,NODE_2_length_923317_cov_23.611259,misc,M_0,False,True,False,23.611259,923317,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570273..571505,,,,,,,,,,
NODE_3_length_869346_cov_27.838419,ESBL21,NODE_3_length_869346_cov_27.838419,misc,M_1,False,False,False,27.838419,869346,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_798556_cov_25.066394,ESBL21,NODE_4_length_798556_cov_25.066394,misc,M_2,False,False,False,25.066394,798556,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_510160_cov_20.161157,ESBL21,NODE_5_length_510160_cov_20.161157,misc,M_3,False,False,False,20.161157,510160,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_265218_cov_22.961432,ESBL21,NODE_6_length_265218_cov_22.961432,misc,M_4,False,False,False,22.961432,265218,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_30630_cov_16.588073,ESBL21,NODE_9_length_30630_cov_16.588073,misc,M_5,False,False,False,16.588073,30630,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_3065_cov_14.410401,ESBL21,NODE_11_length_3065_cov_14.410401,misc,M_6,False,False,False,14.410401,3065,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_3004_cov_101.419882,ESBL21,NODE_12_length_3004_cov_101.419882,misc,M_7,False,False,False,101.419882,3004,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_2379_cov_146.085702,ESBL21,NODE_13_length_2379_cov_146.085702,misc,M_8,False,False,False,146.085702,2379,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_2102_cov_66.013165,ESBL21,NODE_14_length_2102_cov_66.013165,misc,M_9,False,False,False,66.013165,2102,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_1433_cov_293.906585,ESBL21,NODE_16_length_1433_cov_293.906585,misc,M_10,False,False,False,293.906585,1433,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_1003_cov_148.719178,ESBL21,NODE_17_length_1003_cov_148.719178,misc,M_11,False,False,False,148.719178,1003,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_518_cov_1.227621,ESBL21,NODE_19_length_518_cov_1.227621,misc,M_12,False,False,False,1.227621,518,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_469_cov_192.657895,ESBL21,NODE_20_length_469_cov_192.657895,misc,M_13,False,False,False,192.657895,469,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_462_cov_184.486567,ESBL21,NODE_21_length_462_cov_184.486567,misc,M_14,False,False,False,184.486567,462,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_451_cov_1.280864,ESBL21,NODE_22_length_451_cov_1.280864,misc,M_15,False,False,False,1.280864,451,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_398_cov_268.892989,ESBL21,NODE_23_length_398_cov_268.892989,misc,M_16,False,False,False,268.892989,398,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_332_cov_32.551220,ESBL21,NODE_24_length_332_cov_32.551220,misc,M_17,False,False,False,32.551220,332,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_277_cov_198.146667,ESBL21,NODE_25_length_277_cov_198.146667,misc,M_18,False,False,False,198.146667,277,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_269_cov_223.950704,ESBL21,NODE_26_length_269_cov_223.950704,misc,M_19,False,False,False,223.950704,269,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_255_cov_136.843750,ESBL21,NODE_27_length_255_cov_136.843750,misc,M_20,False,False,False,136.843750,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_255_cov_21.070312,ESBL21,NODE_28_length_255_cov_21.070312,misc,M_21,False,False,False,21.070312,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_128_cov_334.000000,ESBL21,NODE_29_length_128_cov_334.000000,misc,M_22,False,False,False,334.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_157543_cov_48.181570,ESBL21,NODE_7_length_157543_cov_48.181570,plasmid,P_0,True,True,False,48.181570,157543,"['IncI1', 'blaTEM-1B', 'IncFIB(AP001918)', 'IncFII(pRSB107)', 'aac(3)-IId', 'IncFIA', 'blaCTX-M-8']",,,,,,,,,,148143..148530,126751..127432,,,,,,112274..112534,72304..72445,,,,,,,,119570..120430,,,,,,,,,,,,,,,,89259..90134,,117538..118398,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_34526_cov_24.317248,ESBL21,NODE_8_length_34526_cov_24.317248,plasmid,P_1,True,False,False,24.317248,34526,['IncX4'],,,,,,,,,,,,,,,,,,,,,,,,22800..23173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_8681_cov_60.262567,ESBL21,NODE_10_length_8681_cov_60.262567,plasmid,P_2,True,False,False,60.262567,8681,['ColRNAI'],,,,,,,,1688..1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_1436_cov_225.646295,ESBL21,NODE_15_length_1436_cov_225.646295,plasmid,P_3,True,False,False,225.646295,1436,['Col(KPHS6)'],,,837..1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_956_cov_347.764777,ESBL21,NODE_18_length_956_cov_347.764777,plasmid,P_4,True,False,False,347.764777,956,['Col156'],,,,,,691..844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_2961191_cov_34.745567,ESBL25,NODE_1_length_2961191_cov_34.745567,chromosome,C_0,False,True,False,34.745567,2961191,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344225..345457,,,,,,,,,,
NODE_2_length_1724433_cov_29.365112,ESBL25,NODE_2_length_1724433_cov_29.365112,chromosome,C_1,False,False,False,29.365112,1724433,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_383361_cov_33.768056,ESBL25,NODE_3_length_383361_cov_33.768056,misc,M_0,False,False,False,33.768056,383361,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_807_cov_1.651471,ESBL25,NODE_12_length_807_cov_1.651471,misc,M_1,False,False,False,1.651471,807,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_699_cov_0.853147,ESBL25,NODE_13_length_699_cov_0.853147,misc,M_2,False,False,False,0.853147,699,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_677_cov_15.052727,ESBL25,NODE_14_length_677_cov_15.052727,misc,M_3,False,False,False,15.052727,677,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_440_cov_3.520767,ESBL25,NODE_15_length_440_cov_3.520767,misc,M_4,False,False,False,3.520767,440,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_244_cov_7.008547,ESBL25,NODE_16_length_244_cov_7.008547,misc,M_5,False,False,False,7.008547,244,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_128_cov_294.000000,ESBL25,NODE_17_length_128_cov_294.000000,misc,M_6,False,False,False,294.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_130370_cov_66.210222,ESBL25,NODE_4_length_130370_cov_66.210222,plasmid,P_0,True,True,False,66.210222,130370,"[""ant(3'')-Ia"", 'IncFIC(FII)', 'dfrA14', 'mph(A)', 'blaCTX-M-14', 'IncFIB(AP001918)', 'tet(B)', 'IncFIA']",,,,,,,,,,57766..58153,73576..74256,,,123619..123916,,,,,,,,,,,,,,,,,107416..107583,,,,,,128026..128901,,,,,,,,,,,,,,,106927..107409,,,,,,111344..112265,,,,,,,97943..99148,
NODE_5_length_95549_cov_30.284777,ESBL25,NODE_5_length_95549_cov_30.284777,plasmid,P_1,True,False,False,30.284777,95549,['p0111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65363..66247,,,,,,,
NODE_6_length_93691_cov_37.094876,ESBL25,NODE_6_length_93691_cov_37.094876,plasmid,P_2,True,False,False,37.094876,93691,['IncB/O/K/Z'],,,,,,,,,63603..63757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_8066_cov_96.729437,ESBL25,NODE_7_length_8066_cov_96.729437,plasmid,P_3,True,False,False,96.729437,8066,['ColRNAI'],,,,,,,,7615..7745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_7577_cov_128.820403,ESBL25,NODE_8_length_7577_cov_128.820403,plasmid,P_4,True,False,False,128.820403,7577,['Col156'],,,,,,645..798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_5758_cov_98.423726,ESBL25,NODE_9_length_5758_cov_98.423726,plasmid,P_5,True,False,False,98.423726,5758,['ColRNAI'],,,,,,,,2655..2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_4199_cov_151.708743,ESBL25,NODE_10_length_4199_cov_151.708743,plasmid,P_6,True,False,False,151.708743,4199,['Col8282'],,,,,,,2527..2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_1679_cov_277.911082,ESBL25,NODE_11_length_1679_cov_277.911082,plasmid,P_7,True,False,False,277.911082,1679,['Col(MG828)'],,,,127..388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_1637451_cov_22.348898,ESBL17,NODE_1_length_1637451_cov_22.348898,chromosome,C_0,True,True,False,22.348898,1637451,"['aac(3)-IIa', 'IncFIB(AP001918)']",,,,,,,,,,,1609809..1610490,,,,,,,,,,,,,,1620377..1621237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_2_length_941598_cov_21.214528,ESBL17,NODE_2_length_941598_cov_21.214528,misc,M_0,False,True,False,21.214528,941598,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257028..258260,,,,,,,,,,
NODE_3_length_839564_cov_30.177967,ESBL17,NODE_3_length_839564_cov_30.177967,misc,M_1,False,False,False,30.177967,839564,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_570876_cov_27.014160,ESBL17,NODE_4_length_570876_cov_27.014160,misc,M_2,False,False,False,27.014160,570876,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_541310_cov_24.893148,ESBL17,NODE_5_length_541310_cov_24.893148,misc,M_3,False,False,False,24.893148,541310,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_447150_cov_25.127913,ESBL17,NODE_6_length_447150_cov_25.127913,misc,M_4,False,False,False,25.127913,447150,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_134230_cov_20.371647,ESBL17,NODE_7_length_134230_cov_20.371647,misc,M_5,False,False,False,20.371647,134230,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_81199_cov_26.656707,ESBL17,NODE_10_length_81199_cov_26.656707,misc,M_6,False,False,False,26.656707,81199,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_45460_cov_15.464930,ESBL17,NODE_11_length_45460_cov_15.464930,misc,M_7,False,False,False,15.464930,45460,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_9564_cov_25.428056,ESBL17,NODE_12_length_9564_cov_25.428056,misc,M_8,False,False,False,25.428056,9564,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_7240_cov_18.950352,ESBL17,NODE_13_length_7240_cov_18.950352,misc,M_9,False,False,False,18.950352,7240,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_5320_cov_12.231451,ESBL17,NODE_14_length_5320_cov_12.231451,misc,M_10,False,False,False,12.231451,5320,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_3451_cov_12.333706,ESBL17,NODE_15_length_3451_cov_12.333706,misc,M_11,False,False,False,12.333706,3451,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_1482_cov_0.847633,ESBL17,NODE_17_length_1482_cov_0.847633,misc,M_12,False,False,False,0.847633,1482,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_792_cov_1.592481,ESBL17,NODE_18_length_792_cov_1.592481,misc,M_13,False,False,False,1.592481,792,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_587_cov_25.293478,ESBL17,NODE_19_length_587_cov_25.293478,misc,M_14,False,False,False,25.293478,587,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_457_cov_19.927273,ESBL17,NODE_20_length_457_cov_19.927273,misc,M_15,False,False,False,19.927273,457,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_434_cov_0.980456,ESBL17,NODE_22_length_434_cov_0.980456,misc,M_16,False,False,False,0.980456,434,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_434_cov_2.700326,ESBL17,NODE_21_length_434_cov_2.700326,misc,M_17,False,False,False,2.700326,434,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_384_cov_31.007782,ESBL17,NODE_23_length_384_cov_31.007782,misc,M_18,False,False,False,31.007782,384,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_255_cov_26.335938,ESBL17,NODE_27_length_255_cov_26.335938,misc,M_19,False,False,False,26.335938,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_255_cov_27.710938,ESBL17,NODE_26_length_255_cov_27.710938,misc,M_20,False,False,False,27.710938,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_255_cov_33.062500,ESBL17,NODE_24_length_255_cov_33.062500,misc,M_21,False,False,False,33.062500,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_255_cov_29.210938,ESBL17,NODE_25_length_255_cov_29.210938,misc,M_22,False,False,False,29.210938,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
