,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA1,aadA2,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-101,blaCTX-M-116,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-156,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-104,blaTEM-105,blaTEM-141,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
NODE_209_length_261_cov_24.440299,ESBL06,NODE_209_length_261_cov_24.440299,misc,M_203,False,False,False,24.440299,261,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_210_length_261_cov_11.044776,ESBL06,NODE_210_length_261_cov_11.044776,misc,M_204,False,False,False,11.044776,261,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_211_length_260_cov_104.684211,ESBL06,NODE_211_length_260_cov_104.684211,misc,M_205,False,False,False,104.684211,260,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_212_length_259_cov_20.863636,ESBL06,NODE_212_length_259_cov_20.863636,misc,M_206,False,False,False,20.863636,259,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_213_length_258_cov_21.671756,ESBL06,NODE_213_length_258_cov_21.671756,misc,M_207,False,False,False,21.671756,258,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_214_length_258_cov_13.587786,ESBL06,NODE_214_length_258_cov_13.587786,misc,M_208,False,False,False,13.587786,258,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_215_length_257_cov_21.100000,ESBL06,NODE_215_length_257_cov_21.100000,misc,M_209,False,False,False,21.100000,257,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_223_length_255_cov_33.765625,ESBL06,NODE_223_length_255_cov_33.765625,misc,M_210,False,False,False,33.765625,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_243_length_255_cov_14.765625,ESBL06,NODE_243_length_255_cov_14.765625,misc,M_211,False,False,False,14.765625,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_218_length_255_cov_102.804688,ESBL06,NODE_218_length_255_cov_102.804688,misc,M_212,False,False,False,102.804688,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_217_length_255_cov_118.054688,ESBL06,NODE_217_length_255_cov_118.054688,misc,M_213,False,False,False,118.054688,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_242_length_255_cov_16.218750,ESBL06,NODE_242_length_255_cov_16.218750,misc,M_214,False,False,False,16.218750,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_241_length_255_cov_16.523438,ESBL06,NODE_241_length_255_cov_16.523438,misc,M_215,False,False,False,16.523438,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_240_length_255_cov_16.726562,ESBL06,NODE_240_length_255_cov_16.726562,misc,M_216,False,False,False,16.726562,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_239_length_255_cov_17.015625,ESBL06,NODE_239_length_255_cov_17.015625,misc,M_217,False,False,False,17.015625,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_238_length_255_cov_17.476562,ESBL06,NODE_238_length_255_cov_17.476562,misc,M_218,False,False,False,17.476562,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_237_length_255_cov_17.789062,ESBL06,NODE_237_length_255_cov_17.789062,misc,M_219,False,False,False,17.789062,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_236_length_255_cov_19.296875,ESBL06,NODE_236_length_255_cov_19.296875,misc,M_220,False,False,False,19.296875,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_235_length_255_cov_19.890625,ESBL06,NODE_235_length_255_cov_19.890625,misc,M_221,False,False,False,19.890625,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_234_length_255_cov_20.593750,ESBL06,NODE_234_length_255_cov_20.593750,misc,M_222,False,False,False,20.593750,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_233_length_255_cov_22.335938,ESBL06,NODE_233_length_255_cov_22.335938,misc,M_223,False,False,False,22.335938,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_232_length_255_cov_22.515625,ESBL06,NODE_232_length_255_cov_22.515625,misc,M_224,False,False,False,22.515625,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_231_length_255_cov_23.007812,ESBL06,NODE_231_length_255_cov_23.007812,misc,M_225,False,False,False,23.007812,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_230_length_255_cov_23.820312,ESBL06,NODE_230_length_255_cov_23.820312,misc,M_226,False,False,False,23.820312,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_229_length_255_cov_25.335938,ESBL06,NODE_229_length_255_cov_25.335938,misc,M_227,False,False,False,25.335938,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_228_length_255_cov_26.046875,ESBL06,NODE_228_length_255_cov_26.046875,misc,M_228,False,False,False,26.046875,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_227_length_255_cov_28.757812,ESBL06,NODE_227_length_255_cov_28.757812,misc,M_229,False,False,False,28.757812,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_226_length_255_cov_29.992188,ESBL06,NODE_226_length_255_cov_29.992188,misc,M_230,False,False,False,29.992188,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_225_length_255_cov_30.132812,ESBL06,NODE_225_length_255_cov_30.132812,misc,M_231,False,False,False,30.132812,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_224_length_255_cov_32.929688,ESBL06,NODE_224_length_255_cov_32.929688,misc,M_232,False,False,False,32.929688,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_222_length_255_cov_34.710938,ESBL06,NODE_222_length_255_cov_34.710938,misc,M_233,False,False,False,34.710938,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_221_length_255_cov_69.625000,ESBL06,NODE_221_length_255_cov_69.625000,misc,M_234,False,False,False,69.625000,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_220_length_255_cov_75.890625,ESBL06,NODE_220_length_255_cov_75.890625,misc,M_235,False,False,False,75.890625,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_244_length_255_cov_14.226562,ESBL06,NODE_244_length_255_cov_14.226562,misc,M_236,False,False,False,14.226562,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_245_length_255_cov_12.625000,ESBL06,NODE_245_length_255_cov_12.625000,misc,M_237,False,False,False,12.625000,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_246_length_255_cov_7.187500,ESBL06,NODE_246_length_255_cov_7.187500,misc,M_238,False,False,False,7.187500,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_247_length_255_cov_6.468750,ESBL06,NODE_247_length_255_cov_6.468750,misc,M_239,False,False,False,6.468750,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_216_length_255_cov_122.117188,ESBL06,NODE_216_length_255_cov_122.117188,misc,M_240,False,False,False,122.117188,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_219_length_255_cov_83.171875,ESBL06,NODE_219_length_255_cov_83.171875,misc,M_241,False,False,False,83.171875,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_248_length_254_cov_23.220472,ESBL06,NODE_248_length_254_cov_23.220472,misc,M_242,False,False,False,23.220472,254,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_250_length_252_cov_21.856000,ESBL06,NODE_250_length_252_cov_21.856000,misc,M_243,False,False,False,21.856000,252,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_249_length_252_cov_68.080000,ESBL06,NODE_249_length_252_cov_68.080000,misc,M_244,False,False,False,68.080000,252,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_251_length_250_cov_145.699187,ESBL06,NODE_251_length_250_cov_145.699187,misc,M_245,False,False,False,145.699187,250,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_252_length_249_cov_53.336066,ESBL06,NODE_252_length_249_cov_53.336066,misc,M_246,False,False,False,53.336066,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_253_length_235_cov_23.000000,ESBL06,NODE_253_length_235_cov_23.000000,misc,M_247,False,True,False,23.000000,235,['aadA8b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39..235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_254_length_234_cov_53.102804,ESBL06,NODE_254_length_234_cov_53.102804,misc,M_248,False,False,False,53.102804,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_255_length_230_cov_16.893204,ESBL06,NODE_255_length_230_cov_16.893204,misc,M_249,False,False,False,16.893204,230,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_256_length_209_cov_25.231707,ESBL06,NODE_256_length_209_cov_25.231707,misc,M_250,False,False,False,25.231707,209,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_257_length_207_cov_12.750000,ESBL06,NODE_257_length_207_cov_12.750000,misc,M_251,False,False,False,12.750000,207,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_258_length_192_cov_15.692308,ESBL06,NODE_258_length_192_cov_15.692308,misc,M_252,False,False,False,15.692308,192,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_259_length_178_cov_47.450980,ESBL06,NODE_259_length_178_cov_47.450980,misc,M_253,False,False,False,47.450980,178,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_260_length_177_cov_11.100000,ESBL06,NODE_260_length_177_cov_11.100000,misc,M_254,False,False,False,11.100000,177,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_261_length_175_cov_26.541667,ESBL06,NODE_261_length_175_cov_26.541667,misc,M_255,False,False,False,26.541667,175,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_262_length_166_cov_52.256410,ESBL06,NODE_262_length_166_cov_52.256410,misc,M_256,False,True,False,52.256410,166,['aadA1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,1..166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_263_length_163_cov_15.555556,ESBL06,NODE_263_length_163_cov_15.555556,misc,M_257,False,False,False,15.555556,163,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_264_length_149_cov_30.500000,ESBL06,NODE_264_length_149_cov_30.500000,misc,M_258,False,False,False,30.500000,149,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_265_length_146_cov_61.947368,ESBL06,NODE_265_length_146_cov_61.947368,misc,M_259,False,True,False,61.947368,146,['aadA1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,1..89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_266_length_140_cov_58.153846,ESBL06,NODE_266_length_140_cov_58.153846,misc,M_260,False,False,False,58.153846,140,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_267_length_140_cov_42.846154,ESBL06,NODE_267_length_140_cov_42.846154,misc,M_261,False,False,False,42.846154,140,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_268_length_140_cov_23.230769,ESBL06,NODE_268_length_140_cov_23.230769,misc,M_262,False,False,False,23.230769,140,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_269_length_135_cov_118.000000,ESBL06,NODE_269_length_135_cov_118.000000,misc,M_263,False,False,False,118.000000,135,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_270_length_130_cov_90.000000,ESBL06,NODE_270_length_130_cov_90.000000,misc,M_264,False,False,False,90.000000,130,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_271_length_128_cov_201.000000,ESBL06,NODE_271_length_128_cov_201.000000,misc,M_265,False,False,False,201.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_272_length_128_cov_26.000000,ESBL06,NODE_272_length_128_cov_26.000000,misc,M_266,False,True,False,26.000000,128,['aadA1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,59..128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_110632_cov_14.076205,ESBL06,NODE_11_length_110632_cov_14.076205,plasmid,P_0,True,False,False,14.076205,110632,['IncFIB(pKPHS1)'],,,,,,,,,,,,,41975..42534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_38_length_55870_cov_24.023555,ESBL06,NODE_38_length_55870_cov_24.023555,plasmid,P_1,True,True,False,24.023555,55870,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,,51863..52004,,,,,,,,,,,,,,,,,,,45703..46578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_64_length_23974_cov_20.878517,ESBL06,NODE_64_length_23974_cov_20.878517,plasmid,P_2,True,True,False,20.878517,23974,"['mef(B)', 'IncR', 'sul3', 'IncN', 'aadA1']",,,,,,,,,,,,,,,,,,,20787..20924,,12597..12847,,,,,,,1..197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4431..4693,,,,,1879..2670,,,,
NODE_84_length_9600_cov_13.798374,ESBL06,NODE_84_length_9600_cov_13.798374,plasmid,P_3,True,False,False,13.798374,9600,['IncX1'],,,,,,,,,,,,,,,,,,,,,,8897..9270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_106_length_3384_cov_11.389622,ESBL06,NODE_106_length_3384_cov_11.389622,plasmid,P_4,True,False,False,11.389622,3384,['IncX3'],,,,,,,,,,,,,,,,,,,,,,,1094..1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_266020_cov_16.888260,ESBL07,NODE_1_length_266020_cov_16.888260,misc,M_0,False,False,False,16.888260,266020,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_2_length_178825_cov_15.504068,ESBL07,NODE_2_length_178825_cov_15.504068,misc,M_1,False,False,False,15.504068,178825,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_171142_cov_19.074075,ESBL07,NODE_3_length_171142_cov_19.074075,misc,M_2,False,False,False,19.074075,171142,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_170631_cov_17.727308,ESBL07,NODE_4_length_170631_cov_17.727308,misc,M_3,False,False,False,17.727308,170631,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_159190_cov_20.635409,ESBL07,NODE_5_length_159190_cov_20.635409,misc,M_4,False,False,False,20.635409,159190,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_155314_cov_22.220540,ESBL07,NODE_6_length_155314_cov_22.220540,misc,M_5,False,False,False,22.220540,155314,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_151772_cov_16.169534,ESBL07,NODE_7_length_151772_cov_16.169534,misc,M_6,False,False,False,16.169534,151772,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_142726_cov_21.827060,ESBL07,NODE_8_length_142726_cov_21.827060,misc,M_7,False,False,False,21.827060,142726,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_136067_cov_18.796579,ESBL07,NODE_9_length_136067_cov_18.796579,misc,M_8,False,False,False,18.796579,136067,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_133739_cov_19.129809,ESBL07,NODE_10_length_133739_cov_19.129809,misc,M_9,False,False,False,19.129809,133739,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_132417_cov_11.924552,ESBL07,NODE_11_length_132417_cov_11.924552,misc,M_10,False,False,False,11.924552,132417,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_124268_cov_22.299828,ESBL07,NODE_12_length_124268_cov_22.299828,misc,M_11,False,False,False,22.299828,124268,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_123275_cov_17.432057,ESBL07,NODE_13_length_123275_cov_17.432057,misc,M_12,False,False,False,17.432057,123275,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_110508_cov_20.622199,ESBL07,NODE_14_length_110508_cov_20.622199,misc,M_13,False,False,False,20.622199,110508,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_109367_cov_23.362120,ESBL07,NODE_15_length_109367_cov_23.362120,misc,M_14,False,False,False,23.362120,109367,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_104095_cov_14.557729,ESBL07,NODE_16_length_104095_cov_14.557729,misc,M_15,False,False,False,14.557729,104095,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_101405_cov_12.833922,ESBL07,NODE_17_length_101405_cov_12.833922,misc,M_16,False,False,False,12.833922,101405,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_100719_cov_15.011144,ESBL07,NODE_18_length_100719_cov_15.011144,misc,M_17,False,True,False,15.011144,100719,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33152..34384,,,,,,,,,,
NODE_19_length_94100_cov_12.478637,ESBL07,NODE_19_length_94100_cov_12.478637,misc,M_18,False,False,False,12.478637,94100,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_90477_cov_12.517720,ESBL07,NODE_20_length_90477_cov_12.517720,misc,M_19,False,False,False,12.517720,90477,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_86149_cov_20.265304,ESBL07,NODE_21_length_86149_cov_20.265304,misc,M_20,False,False,False,20.265304,86149,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_84588_cov_17.625969,ESBL07,NODE_22_length_84588_cov_17.625969,misc,M_21,False,False,False,17.625969,84588,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_82337_cov_14.025581,ESBL07,NODE_23_length_82337_cov_14.025581,misc,M_22,False,False,False,14.025581,82337,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_82260_cov_12.171819,ESBL07,NODE_24_length_82260_cov_12.171819,misc,M_23,False,False,False,12.171819,82260,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_76645_cov_15.952469,ESBL07,NODE_26_length_76645_cov_15.952469,misc,M_24,False,False,False,15.952469,76645,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_75213_cov_12.409464,ESBL07,NODE_27_length_75213_cov_12.409464,misc,M_25,False,False,False,12.409464,75213,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_73833_cov_22.435758,ESBL07,NODE_28_length_73833_cov_22.435758,misc,M_26,False,False,False,22.435758,73833,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
